individual,location,basin,PC1,PC2,PC3,PC4,PC5
flp_hm_fu_30,flp_hm,Upper Colorado River Basin,0.848544,0.048786,0.023529,-0.003481,-0.00427
flp_hm_fu_31,flp_hm,Upper Colorado River Basin,0.832294,0.045121,0.023899,-0.004326,-0.003325
flp_hm_fu_32,flp_hm,Upper Colorado River Basin,0.720563,0.034791,0.017373,-0.004215,0.002029
flp_hm_fw_25,flp_hm,Upper Colorado River Basin,0.89651,0.044507,0.030415,-0.012945,0.001757
flp_hm_fw_29,flp_hm,Upper Colorado River Basin,0.675132,0.044597,0.017455,-0.007356,0.007309
flp_hm_fw_36,flp_hm,Upper Colorado River Basin,0.792548,0.039475,0.030823,-0.006726,-0.004092
gr_gru_w_10,gr_gru,Upper Colorado River Basin,-0.541373,0.04515,0.023237,-0.00728,0.049503
gr_gru_w_11,gr_gru,Upper Colorado River Basin,-0.265855,0.031374,0.020215,0.000357,0.050504
gr_gru_w_14,gr_gru,Upper Colorado River Basin,-0.378561,0.039922,0.023354,-0.007731,0.080032
gr_gru_w_23,gr_gru,Upper Colorado River Basin,-1.157595,0.032578,0.028856,-0.010049,0.122683
gr_gru_w_28,gr_gru,Upper Colorado River Basin,-0.364836,0.033917,0.027399,-0.014374,0.057398
gr_gru_w_29,gr_gru,Upper Colorado River Basin,-0.454095,0.037114,0.02267,-0.006531,0.079488
gr_gru_w_30,gr_gru,Upper Colorado River Basin,-0.592296,0.027586,0.029981,-0.01146,0.090608
gr_gru_w_34,gr_gru,Upper Colorado River Basin,-0.48188,0.033143,0.021291,-0.006325,0.053483
gr_gru_w_35,gr_gru,Upper Colorado River Basin,-0.592071,0.032174,0.010544,-0.000743,0.043387
gr_gru_w_36,gr_gru,Upper Colorado River Basin,-0.337116,0.026512,0.019121,-0.008353,0.052901
gr_gru_w_38,gr_gru,Upper Colorado River Basin,-0.2412,0.040001,0.01707,-0.002654,0.032731
gr_gru_w_3,gr_gru,Upper Colorado River Basin,0.041438,0.038176,0.023409,-0.012312,0.036277
gr_gru_w_43,gr_gru,Upper Colorado River Basin,-1.105994,0.024543,0.020885,-0.007196,0.084772
gr_gru_w_46,gr_gru,Upper Colorado River Basin,-1.073253,0.028218,0.012276,-0.003496,0.069812
gr_gru_w_4,gr_gru,Upper Colorado River Basin,-0.322328,0.030422,0.023787,-0.007919,0.053198
gr_gru_w_5,gr_gru,Upper Colorado River Basin,0.455812,0.027285,0.024686,-0.015035,0.017188
gr_grw_f_59,gr_grw,Upper Colorado River Basin,0.406035,0.021998,-0.00373,-0.008156,0.006667
gr_grw_fw_62,gr_grw,Upper Colorado River Basin,0.337672,0.027787,0.014107,-0.014565,0.014078
gr_grw_fw_63,gr_grw,Upper Colorado River Basin,0.864982,0.034318,0.014228,-0.015235,-0.006922
gr_grw_fw_64,gr_grw,Upper Colorado River Basin,0.814269,0.031431,0.022194,-0.009182,-0.011359
gr_grw_fw_65,gr_grw,Upper Colorado River Basin,0.866052,0.038619,0.01693,-0.008379,-0.010906
gr_grw_fw_68,gr_grw,Upper Colorado River Basin,0.141485,0.003565,0.001259,-0.005178,0.021038
gr_grw_fw_69,gr_grw,Upper Colorado River Basin,0.835863,0.038569,0.014058,-0.000933,-0.003554
gr_grw_fw_70,gr_grw,Upper Colorado River Basin,0.85897,0.033224,0.009896,-0.005357,-0.004215
gr_grw_w_25,gr_grw,Upper Colorado River Basin,0.159681,0.010481,-0.00044,-0.00095,0.025164
gr_grw_w_26,gr_grw,Upper Colorado River Basin,0.819379,0.028575,0.017462,-0.01228,-0.00608
gr_grw_w_27,gr_grw,Upper Colorado River Basin,0.727567,0.03512,0.012631,-0.001249,-0.004086
gr_grw_w_29,gr_grw,Upper Colorado River Basin,0.798573,0.044302,0.018913,-0.00593,-0.012768
gr_grw_w_30,gr_grw,Upper Colorado River Basin,0.767488,0.035827,0.020114,-0.006156,-0.003391
gr_grw_w_31,gr_grw,Upper Colorado River Basin,0.230198,0.010118,-0.005289,-0.00444,0.015959
gr_grw_w_32,gr_grw,Upper Colorado River Basin,0.821123,0.039993,0.015381,-0.010035,-0.004272
gr_grw_w_33,gr_grw,Upper Colorado River Basin,0.836961,0.049503,0.012135,-0.006394,-0.010874
gr_grw_w_34,gr_grw,Upper Colorado River Basin,0.829431,0.048326,0.027192,-0.004776,-0.007849
gr_grw_w_35,gr_grw,Upper Colorado River Basin,0.832789,0.033558,0.010674,-0.01051,-0.006799
gr_grw_w_36,gr_grw,Upper Colorado River Basin,0.838357,0.030966,0.006196,-0.00731,-0.016419
gr_grw_w_37,gr_grw,Upper Colorado River Basin,0.793812,0.032818,0.014714,-0.005643,-0.01216
gr_grw_w_38,gr_grw,Upper Colorado River Basin,0.818165,0.039833,0.014075,-0.008789,-0.004358
gr_grw_w_39,gr_grw,Upper Colorado River Basin,0.826972,0.039354,0.022211,-0.008791,-0.010515
gr_grw_w_40,gr_grw,Upper Colorado River Basin,0.812532,0.028457,0.013246,0.001878,-0.016225
gr_grw_w_42,gr_grw,Upper Colorado River Basin,0.828254,0.024808,0.013524,-0.012,-0.004941
gr_grw_w_43,gr_grw,Upper Colorado River Basin,0.758768,0.039963,0.016732,-0.007332,-0.004609
gr_grw_w_44,gr_grw,Upper Colorado River Basin,0.686188,0.023918,0.000878,-0.010704,0.00223
gr_grw_w_45,gr_grw,Upper Colorado River Basin,0.867526,0.047803,0.019851,-0.00712,-0.006559
gr_grw_w_46,gr_grw,Upper Colorado River Basin,0.83178,0.028793,0.015447,-0.011108,-0.003395
gr_grw_w_47,gr_grw,Upper Colorado River Basin,0.82826,0.03052,0.024264,-0.012403,-0.006378
gr_grw_w_49,gr_grw,Upper Colorado River Basin,0.416769,0.028931,0.00235,-0.00256,0.016226
gr_grw_w_50,gr_grw,Upper Colorado River Basin,-0.019472,0.022365,0.003776,-0.003072,0.037203
gr_grw_w_51,gr_grw,Upper Colorado River Basin,0.829516,0.032599,0.010649,-0.006144,-0.006596
gr_grw_w_52,gr_grw,Upper Colorado River Basin,0.434119,0.034097,0.003577,-0.01391,0.001024
gr_grw_w_53,gr_grw,Upper Colorado River Basin,0.200421,0.022987,0.008963,0.002283,0.017844
gr_grw_w_54,gr_grw,Upper Colorado River Basin,-0.033474,0.018073,7.00E-05,-0.011447,0.020943
gr_grw_w_55,gr_grw,Upper Colorado River Basin,0.797054,0.037976,0.013195,-0.000246,-0.0071
gr_grw_w_56,gr_grw,Upper Colorado River Basin,0.77399,0.021728,0.011923,0.000606,-0.005197
gr_grw_w_57,gr_grw,Upper Colorado River Basin,0.835378,0.03712,0.015787,-0.012247,-0.010153
gr_grw_w_58,gr_grw,Upper Colorado River Basin,0.792954,0.030906,0.012029,-0.013723,-0.0043
gr_grw_w_61,gr_grw,Upper Colorado River Basin,-0.047962,0.017594,0.003958,-0.00458,0.033997
gr_grw_w_67,gr_grw,Upper Colorado River Basin,0.818895,0.035705,0.013654,-0.010039,-0.002506
gr_nh_m_28,gr_nh,Upper Colorado River Basin,0.475417,-0.07642,-0.08343,0.076083,0.012266
gun_ec_w_163,gun_ec,Upper Colorado River Basin,-0.934909,-0.192166,0.091996,0.004148,0.016326
gun_ec_w_103,gun_ec,Upper Colorado River Basin,-1.057472,-0.131075,0.06318,-0.003132,0.055772
gun_ec_w_155,gun_ec,Upper Colorado River Basin,-0.959432,-0.192209,0.103321,0.00165,0.030319
gun_ec_w_152,gun_ec,Upper Colorado River Basin,-0.631829,-0.369535,0.148716,0.004241,-0.044365
gun_ec_w_191,gun_ec,Upper Colorado River Basin,-1.016489,-0.099885,0.069706,-0.004767,0.060259
gun_ec_w_192,gun_ec,Upper Colorado River Basin,-1.127735,0.011013,0.026502,-0.013246,0.105173
gun_gun_fw_260,gun_gun,Upper Colorado River Basin,-0.669393,-0.42332,0.166937,0.007269,-0.066356
gun_gun_fw_294,gun_gun,Upper Colorado River Basin,-0.656646,-0.37161,0.147013,0.004033,-0.047749
gun_gun_w_10,gun_gun,Upper Colorado River Basin,-0.944801,-0.060134,0.03823,-0.000209,0.020565
gun_gun_w_1,gun_gun,Upper Colorado River Basin,-0.926051,-0.066645,0.037124,-0.002924,0.010516
gun_gun_w_2,gun_gun,Upper Colorado River Basin,-0.955669,-0.102729,0.063581,-0.006523,0.027161
gun_gun_w_3,gun_gun,Upper Colorado River Basin,-0.943097,-0.096268,0.050344,0.001194,0.02807
gun_gun_w_4,gun_gun,Upper Colorado River Basin,-0.946782,-0.17467,0.091315,0.003602,0.030886
gun_gun_w_51,gun_gun,Upper Colorado River Basin,-0.794195,-0.297459,0.140634,0.009408,-0.018217
gun_gun_w_5,gun_gun,Upper Colorado River Basin,-1.006561,-0.075865,0.047842,-0.00581,0.047699
gun_gun_w_6,gun_gun,Upper Colorado River Basin,-0.901766,-0.125497,0.060951,-0.000997,0.014736
gun_gun_w_78,gun_gun,Upper Colorado River Basin,-0.861538,-0.095784,0.043582,0.001707,0.001768
gun_gun_w_79,gun_gun,Upper Colorado River Basin,-0.964362,-0.109469,0.065273,-0.004516,0.028321
gun_gun_w_7,gun_gun,Upper Colorado River Basin,-0.910583,-0.159864,0.081934,-0.001605,0.025236
gun_gun_w_85,gun_gun,Upper Colorado River Basin,-1.086872,0.002237,0.023195,-0.005217,0.069307
gun_gun_w_8,gun_gun,Upper Colorado River Basin,-0.986984,-0.054948,0.040806,-0.001683,0.022085
gun_gun_w_90,gun_gun,Upper Colorado River Basin,-1.07629,0.017514,0.02387,-0.005919,0.087939
hf_hf_w_2,hf_hf,Upper Colorado River Basin,0.807689,0.035795,0.018701,-0.015962,-0.006891
hf_hf_w_4,hf_hf,Upper Colorado River Basin,0.824541,0.052616,0.025999,-0.011211,-0.005211
hf_hf_w_6,hf_hf,Upper Colorado River Basin,0.790792,0.044199,0.027707,-0.010877,-0.00465
hf_hf_w_7,hf_hf,Upper Colorado River Basin,0.735986,0.033382,0.020768,-0.005322,-0.004563
np_lr_w_1,np_lr,North Platte,-1.2245,0.0925,-0.034074,0.002787,-0.049813
np_lr_w_2,np_lr,North Platte,-1.195287,0.114746,-0.029157,0.002729,-0.052003
np_lr_w_3,np_lr,North Platte,-1.074691,0.06865,-0.005368,0.000367,-0.003792
np_lr_w_4,np_lr,North Platte,-1.107881,0.07767,-0.011206,0.001463,-0.013087
np_lr_w_5,np_lr,North Platte,-1.039564,0.062121,-0.003687,-0.00055,0.006019
np_lr_w_6,np_lr,North Platte,-1.159815,0.096928,-0.026254,0.007521,-0.025814
np_lr_w_8,np_lr,North Platte,-1.12318,0.086707,-0.012509,0.002296,-0.018684
np_sw_w_10,np_sw,North Platte,0.531107,0.027339,-0.002598,0.005332,-0.003243
np_sw_w_11,np_sw,North Platte,0.232409,0.02075,-0.010304,0.002908,-0.004733
np_sw_w_12,np_sw,North Platte,0.366973,0.03116,0.000256,-0.000741,-0.000873
np_sw_w_13,np_sw,North Platte,0.363719,0.027574,0.004287,0.002205,-0.003977
np_sw_w_14,np_sw,North Platte,0.326296,0.036588,-0.005295,-0.000263,-0.009042
np_sw_w_15,np_sw,North Platte,0.325934,0.019426,-0.000876,0.007951,0.001134
np_sw_w_17,np_sw,North Platte,0.298096,0.037224,-0.018195,0.008399,-0.02228
np_sw_w_18,np_sw,North Platte,0.447653,0.025936,-0.024472,0.009844,-0.012015
np_sw_w_19,np_sw,North Platte,0.324348,0.028769,-0.001545,0.006015,-0.00554
np_sw_w_20,np_sw,North Platte,0.16822,0.045305,-0.025327,0.010649,-0.01827
np_sw_w_21,np_sw,North Platte,0.453685,0.038882,-0.01159,0.014739,-0.014441
np_sw_w_22,np_sw,North Platte,0.314975,0.041847,-0.012465,0.004073,-0.010512
np_sw_w_23,np_sw,North Platte,0.389374,0.022265,-0.01159,0.00407,-0.012013
np_sw_w_24,np_sw,North Platte,0.23131,0.03481,-0.003947,0.006183,-0.004046
np_sw_w_25,np_sw,North Platte,0.398042,0.039268,-0.012922,0.00884,-0.019515
np_sw_w_26,np_sw,North Platte,0.521789,0.026791,-0.000417,0.00311,-0.008939
np_sw_w_27,np_sw,North Platte,0.392397,0.026951,-0.001381,0.000509,-0.001476
np_sw_w_28,np_sw,North Platte,0.312309,0.030182,0.002153,0.001416,0.002473
np_sw_w_29,np_sw,North Platte,0.246643,0.043873,-0.008255,0.006254,-0.016589
np_sw_w_30,np_sw,North Platte,0.398101,0.029425,-0.004832,0.008255,-0.003677
np_sw_w_3,np_sw,North Platte,0.143799,0.024096,0.001818,0.002958,0.000159
np_sw_w_4,np_sw,North Platte,0.300687,0.03236,-4.90E-05,-0.000448,-0.004547
np_sw_w_6,np_sw,North Platte,0.172998,0.041395,-0.011292,0.009883,-0.01463
np_sw_w_7,np_sw,North Platte,0.387381,0.036827,-0.006636,0.014932,-0.010955
np_sw_w_9,np_sw,North Platte,0.447585,0.016493,0.000657,0.000614,-0.000744
che_lak_w_4,che_lak,Cheyenne,-0.082679,-0.257963,-0.26208,-0.168958,-0.004819
che_lak_w_3,che_lak,Cheyenne,-0.083402,-0.297407,-0.323296,-0.221642,-0.003874
che_lak_w_2,che_lak,Cheyenne,-0.079749,-0.309549,-0.347626,-0.237162,-0.007297
pow_lgc_w_41,pow_lgc,Cheyenne,0.262343,-0.172616,-0.185425,0.137808,0.013416
pow_lgc_w_42,pow_lgc,Cheyenne,0.270407,-0.167567,-0.196008,0.135238,0.008972
pow_lgc_w_43,pow_lgc,Cheyenne,0.278156,-0.15103,-0.175813,0.12217,0.015319
che_lak_w_1,che_lak,Cheyenne,-0.074656,-0.317811,-0.351483,-0.23856,-0.014309
sn_jl_u_41,sn_jl,Snake,0.267399,0.018927,-0.011841,0.003918,0.006642
sn_sn_uw_80,sn_sn,Snake,0.254794,0.007222,-0.031885,0.015615,-0.016229
ya_lc_mw_1,ya_lc,Upper Colorado River Basin,-1.344621,0.154224,-0.042487,0.013972,-0.094247
ya_lc_mw_2,ya_lc,Upper Colorado River Basin,-1.312437,0.140214,-0.038622,0.005325,-0.088814
ya_lc_mw_6,ya_lc,Upper Colorado River Basin,-1.253225,0.136273,-0.029482,0.001417,-0.065803
ya_lsn_w_119,ya_lsn,Upper Colorado River Basin,-1.144313,0.091923,-0.013048,0.004569,-0.004766
ya_lsn_w_121,ya_lsn,Upper Colorado River Basin,-1.196817,0.109725,-0.014778,0.000426,-0.032573
ya_lsn_w_122,ya_lsn,Upper Colorado River Basin,-1.244739,0.09784,-0.009728,0.000229,0.003999
ya_lsn_w_123,ya_lsn,Upper Colorado River Basin,-1.251326,0.135962,-0.025192,0.00889,-0.064822
ya_lsn_w_125,ya_lsn,Upper Colorado River Basin,-1.172102,0.08759,-0.006265,0.001029,-0.00017
ya_lsn_w_126,ya_lsn,Upper Colorado River Basin,-1.281993,0.115876,-0.026616,0.003753,-0.022121
ya_lsn_w_127,ya_lsn,Upper Colorado River Basin,-1.242229,0.106439,-0.013248,-0.000716,-0.00846
ya_lsn_w_129,ya_lsn,Upper Colorado River Basin,-1.243871,0.110183,-0.007843,-0.002771,0.009159
ya_lsn_w_130,ya_lsn,Upper Colorado River Basin,-1.262403,0.112118,-0.016078,0.004188,-0.013789
ya_lsn_w_131,ya_lsn,Upper Colorado River Basin,-1.242955,0.114132,-0.018226,0.002392,-0.019153
ya_lsn_w_132,ya_lsn,Upper Colorado River Basin,-1.202762,0.095311,-0.009027,-0.001512,-0.007593
ya_lsn_w_133,ya_lsn,Upper Colorado River Basin,-1.09999,0.07302,-0.00824,-0.00203,-0.001264
ya_lsn_w_134,ya_lsn,Upper Colorado River Basin,-1.162303,0.099316,-0.010601,-0.001556,-0.009299
ya_lsn_w_138,ya_lsn,Upper Colorado River Basin,-1.237092,0.109177,-0.019259,0.003647,-0.016677
ya_lsn_w_140,ya_lsn,Upper Colorado River Basin,-1.241972,0.103982,-0.009583,0.002674,-0.00562
ya_lsn_w_141,ya_lsn,Upper Colorado River Basin,-1.259404,0.126285,-0.025118,0.002401,-0.047359
ya_lsn_w_144,ya_lsn,Upper Colorado River Basin,-1.193155,0.086867,-0.009365,-0.005013,0.002406
ya_lsn_w_145,ya_lsn,Upper Colorado River Basin,-1.234214,0.103102,-0.01177,-0.002286,-0.007471
ya_lsn_w_146,ya_lsn,Upper Colorado River Basin,-1.214223,0.114869,-0.02244,0.002077,-0.030345
ya_lsn_w_147,ya_lsn,Upper Colorado River Basin,-1.193184,0.100653,-0.013356,0.000178,-0.015831
ya_lsn_w_148,ya_lsn,Upper Colorado River Basin,-1.21143,0.101393,-0.008193,0.000928,-0.00646
ya_lsn_w_149,ya_lsn,Upper Colorado River Basin,-1.292637,0.1099,-0.024384,0.002525,-0.022066
ya_lsn_w_150,ya_lsn,Upper Colorado River Basin,-1.200647,0.104133,-0.016055,0.003373,-0.026098
ya_lsn_w_151,ya_lsn,Upper Colorado River Basin,-1.17829,0.098712,-0.007877,0.001603,-0.015602
ya_lsn_w_152,ya_lsn,Upper Colorado River Basin,-1.224425,0.10982,-0.016197,0.000645,-0.030121
ya_lsn_w_153,ya_lsn,Upper Colorado River Basin,-1.267468,0.132067,-0.022311,0.003567,-0.059367
ya_lsn_w_154,ya_lsn,Upper Colorado River Basin,-1.229029,0.105667,-0.015882,-0.002931,-0.007344
ya_lsn_w_155,ya_lsn,Upper Colorado River Basin,-1.253008,0.11716,-0.02192,0.003533,-0.018697
ya_lsn_w_156,ya_lsn,Upper Colorado River Basin,-1.270704,0.118409,-0.016147,0.005159,-0.009976
ya_lsn_w_161,ya_lsn,Upper Colorado River Basin,-1.103061,0.071374,-0.010491,0.001951,-0.00544
ya_lsn_w_51,ya_lsn,Upper Colorado River Basin,-1.245354,0.103552,-0.007357,0.00055,-0.00557
ya_mc_w_116,ya_mc,Upper Colorado River Basin,-1.105347,0.0837,-0.009135,0.001672,-0.012821
ya_mc_w_117,ya_mc,Upper Colorado River Basin,-1.318175,0.149853,-0.033527,0.002253,-0.079173
ya_mc_w_118,ya_mc,Upper Colorado River Basin,-1.250946,0.132228,-0.036782,0.000709,-0.073209
ya_mc_w_120,ya_mc,Upper Colorado River Basin,-1.136504,0.090702,-0.010672,0.000761,-0.018282
ya_mc_w_121,ya_mc,Upper Colorado River Basin,-1.203076,0.109654,-0.015784,0.000101,-0.049089
ya_mc_w_124,ya_mc,Upper Colorado River Basin,-1.285094,0.14658,-0.035992,0.000684,-0.078996
ya_mc_w_129,ya_mc,Upper Colorado River Basin,-1.2633,0.131414,-0.023404,-0.000376,-0.055608
ya_mc_w_134,ya_mc,Upper Colorado River Basin,-1.220675,0.131181,-0.024625,0.00273,-0.057399
ya_mc_w_39,ya_mc,Upper Colorado River Basin,-1.350067,0.166089,-0.043827,0.01106,-0.090009
ya_mc_w_40,ya_mc,Upper Colorado River Basin,-1.371789,0.166541,-0.048458,0.002943,-0.097193
ya_mc_w_41,ya_mc,Upper Colorado River Basin,-1.359301,0.165825,-0.037183,0.013665,-0.092394
ya_mc_w_42,ya_mc,Upper Colorado River Basin,-1.351545,0.171368,-0.049345,0.011682,-0.104474
ya_mc_w_49,ya_mc,Upper Colorado River Basin,-1.369192,0.150402,-0.047764,0.004693,-0.098826
ya_mc_w_50,ya_mc,Upper Colorado River Basin,-1.327029,0.150432,-0.047282,0.011665,-0.100924
ya_mc_w_51,ya_mc,Upper Colorado River Basin,-1.311901,0.153343,-0.044667,0.009112,-0.084404
ya_mc_w_53,ya_mc,Upper Colorado River Basin,-1.343315,0.157887,-0.049533,0.010923,-0.106285
ya_mc_w_54,ya_mc,Upper Colorado River Basin,-1.308613,0.146249,-0.035172,0.006796,-0.080222
ya_mc_w_55,ya_mc,Upper Colorado River Basin,-1.346684,0.168075,-0.053713,0.009315,-0.115683
ya_mc_w_56,ya_mc,Upper Colorado River Basin,-1.311404,0.142319,-0.042694,0.011004,-0.08868
ya_mc_w_58,ya_mc,Upper Colorado River Basin,-1.321071,0.163797,-0.04907,0.009252,-0.112381
ya_mc_w_59,ya_mc,Upper Colorado River Basin,-1.338913,0.170609,-0.042553,0.004829,-0.098245
ya_mc_w_61,ya_mc,Upper Colorado River Basin,-1.356618,0.167598,-0.050134,0.004368,-0.104527
ya_mc_w_62,ya_mc,Upper Colorado River Basin,-1.358911,0.157604,-0.044664,0.01597,-0.104243
ya_mc_w_63,ya_mc,Upper Colorado River Basin,-1.339504,0.158866,-0.041994,0.001547,-0.100448
ya_mc_w_64,ya_mc,Upper Colorado River Basin,-1.312351,0.164326,-0.046974,0.005526,-0.096785
ya_mc_w_65,ya_mc,Upper Colorado River Basin,-1.346847,0.155703,-0.046744,0.006957,-0.101647
ya_mc_w_67,ya_mc,Upper Colorado River Basin,-1.308169,0.147739,-0.048235,0.00458,-0.086944
ya_mc_w_68,ya_mc,Upper Colorado River Basin,-1.313829,0.144627,-0.045966,0.00539,-0.090633
ya_mc_w_69,ya_mc,Upper Colorado River Basin,-1.309498,0.162936,-0.033375,0.01179,-0.096198
ya_mc_w_70,ya_mc,Upper Colorado River Basin,-1.348315,0.166186,-0.043467,0.00855,-0.090081
ya_mc_w_71,ya_mc,Upper Colorado River Basin,-1.347343,0.151319,-0.039755,0.010998,-0.084852
ya_mc_w_72,ya_mc,Upper Colorado River Basin,-1.328164,0.156153,-0.044377,0.015275,-0.090675
ya_mc_w_73,ya_mc,Upper Colorado River Basin,-1.335664,0.157932,-0.038772,0.006952,-0.090268
ya_mc_w_75,ya_mc,Upper Colorado River Basin,-1.338717,0.169559,-0.047229,0.013904,-0.105062
ya_mc_w_77,ya_mc,Upper Colorado River Basin,-1.34644,0.16146,-0.049319,0.013534,-0.102276
ya_mc_w_78,ya_mc,Upper Colorado River Basin,-1.262705,0.126975,-0.031015,0.006825,-0.061411
ya_ya_w_10,ya_ya,Upper Colorado River Basin,-1.207275,0.01457,0.022412,-0.019351,0.135826
ya_ya_w_11,ya_ya,Upper Colorado River Basin,-1.187161,0.024503,0.017874,-0.005288,0.115677
ya_ya_w_12,ya_ya,Upper Colorado River Basin,-1.227683,0.039485,0.017216,-0.006312,0.120383
ya_ya_w_13,ya_ya,Upper Colorado River Basin,-0.930648,-0.049846,0.00854,-0.008666,0.076844
ya_ya_w_14,ya_ya,Upper Colorado River Basin,-1.174801,0.029513,0.024345,-0.005735,0.106559
ya_ya_w_15,ya_ya,Upper Colorado River Basin,-1.130408,0.029189,0.024381,-0.010989,0.105908
ya_ya_w_16,ya_ya,Upper Colorado River Basin,-1.164906,0.006827,0.023003,-0.012441,0.144574
ya_ya_w_17,ya_ya,Upper Colorado River Basin,-1.199547,0.025533,0.029669,-0.007787,0.142449
ya_ya_w_21,ya_ya,Upper Colorado River Basin,-0.960728,-0.041787,0.021564,-0.003485,0.104448
ya_ya_w_22,ya_ya,Upper Colorado River Basin,-0.972175,-0.046706,0.019962,-0.006167,0.089355
ya_ya_w_28,ya_ya,Upper Colorado River Basin,-1.076964,0.043266,0.009937,-0.001559,0.053189
ya_ya_w_32,ya_ya,Upper Colorado River Basin,-1.206705,0.04767,0.017155,-0.011661,0.100253
ya_ya_w_36,ya_ya,Upper Colorado River Basin,-1.165518,0.042983,0.015835,-0.007133,0.088993
ya_ya_w_41,ya_ya,Upper Colorado River Basin,-0.947371,-0.027924,0.003091,-0.005895,0.06129
ya_ya_w_43,ya_ya,Upper Colorado River Basin,-1.147193,0.038881,0.024897,-0.007442,0.093603
ya_ya_w_44,ya_ya,Upper Colorado River Basin,-1.174249,0.040738,0.022828,-0.007825,0.106585
ya_ya_w_45,ya_ya,Upper Colorado River Basin,-1.148103,0.03017,0.018263,-0.00687,0.095868
ya_ya_w_46,ya_ya,Upper Colorado River Basin,-1.191675,0.02396,0.013417,-0.012098,0.125304
ya_ya_w_47,ya_ya,Upper Colorado River Basin,-1.176032,0.039016,0.014854,-0.006554,0.10697
ya_ya_w_6,ya_ya,Upper Colorado River Basin,-1.201395,0.039658,0.021282,-0.01022,0.114013
ya_ya_w_7,ya_ya,Upper Colorado River Basin,-1.167091,0.033692,0.012191,-0.002474,0.098225
ya_ya_w_8,ya_ya,Upper Colorado River Basin,-1.204438,0.038778,0.016071,-0.008589,0.116258
ya_ya_w_9,ya_ya,Upper Colorado River Basin,-1.145406,0.031627,0.030021,-0.010602,0.120514
