date,time,timestring,Blackwater,Clearwater,Clocktower,Eagle,ElksFork,Goff,Grinnell,Gunbarrel,Kitty,Libby,Middle,Mormon,Moss,NFShoshone,Sweetwater,Trout
2017-05-25,12:00:00,05/25/17 12:00:00,17.57,17.189,17.76,16.999,17.094,17.57,17.855,17.665,17.57,17.855,17.475,17.95,16.903,17.189,18.806,17.665
2017-05-25,12:30:00,05/25/17 12:30:00,18.236,17.284,18.045,17.57,17.284,17.95,17.95,17.855,18.045,18.426,18.045,18.616,17.284,17.475,19.187,17.95
2017-05-25,13:00:00,05/25/17 13:00:00,18.236,17.379,17.665,17.855,17.475,17.855,17.855,17.95,18.045,17.379,17.95,17.76,17.475,17.57,17.95,17.665
2017-05-25,13:30:00,05/25/17 13:30:00,17.95,17.189,17.475,17.665,17.475,17.665,17.57,17.76,17.855,18.14,17.855,18.14,17.379,17.475,17.855,17.284
2017-05-25,14:00:00,05/25/17 14:00:00,18.996,18.996,19.282,18.616,18.901,18.616,18.331,19.758,18.521,18.236,18.901,19.187,18.806,18.711,20.043,19.282
2017-05-25,14:30:00,05/25/17 14:30:00,19.948,20.234,20.043,18.996,19.853,19.092,18.426,21.378,18.711,18.616,19.853,19.662,19.948,18.996,21.855,20.615
2017-05-25,15:00:00,05/25/17 15:00:00,21.951,22.429,21.951,20.043,21.855,19.948,19.092,24.545,19.282,19.472,21.664,21.282,22.046,20.043,25.902,23.196
2017-05-25,15:30:00,05/25/17 15:30:00,22.812,23.388,22.525,20.901,22.717,20.805,19.853,24.641,20.234,20.329,22.333,22.046,22.908,20.901,25.708,23.484
2017-05-25,16:00:00,05/25/17 16:00:00,23.484,24.158,23.196,21.664,23.484,21.569,20.615,24.835,20.996,21.187,22.908,22.717,23.677,21.664,25.902,23.966
2017-05-25,16:30:00,05/25/17 16:30:00,24.062,24.835,23.773,22.333,24.062,22.238,21.282,25.028,21.76,21.855,23.484,23.292,24.255,22.238,26.195,24.255
2017-05-25,17:00:00,05/25/17 17:00:00,24.835,25.513,24.545,23.004,24.835,22.908,21.951,26.195,22.429,22.525,24.255,23.966,25.028,22.812,27.37,25.222
2017-05-25,17:30:00,05/25/17 17:30:00,25.222,25.805,25.028,23.581,25.319,23.581,22.525,26.097,23.004,23.1,24.641,24.448,25.416,23.484,27.173,25.416
2017-05-25,18:00:00,05/25/17 18:00:00,25.125,25.61,25.028,23.966,25.222,23.966,23.1,25.125,23.581,23.581,24.545,24.545,25.319,23.773,26.097,24.835
2017-05-25,18:30:00,05/25/17 18:30:00,24.255,24.545,24.351,23.966,24.545,23.966,23.388,22.621,23.773,23.677,23.869,23.869,24.448,23.677,23.677,23.292
2017-05-25,19:00:00,05/25/17 19:00:00,23.484,23.677,23.773,23.581,23.869,23.773,23.292,21.76,23.677,23.484,23.388,23.484,23.677,23.388,22.525,22.525
2017-05-25,19:30:00,05/25/17 19:30:00,22.717,22.812,23.292,23.292,23.196,23.388,23.004,20.805,23.292,23.196,22.812,22.908,23.004,23.004,21.378,21.76
2017-05-25,20:00:00,05/25/17 20:00:00,22.046,22.333,22.717,22.908,22.621,23.004,22.525,20.234,22.812,22.717,22.238,22.429,22.333,22.525,20.615,20.996
2017-05-25,20:30:00,05/25/17 20:30:00,21.378,21.569,22.142,22.429,21.951,22.525,22.046,19.377,22.333,22.238,21.569,21.855,21.569,22.046,19.662,20.234
2017-05-25,21:00:00,05/25/17 21:00:00,20.615,20.615,21.473,21.855,21.187,21.951,21.664,18.711,21.855,21.664,20.901,21.282,20.805,21.569,18.711,19.567
2017-05-25,21:30:00,05/25/17 21:30:00,19.853,19.758,20.71,21.282,20.424,21.378,21.187,17.855,21.282,21.091,20.234,20.71,20.043,21.091,17.855,18.806
2017-05-25,22:00:00,05/25/17 22:00:00,19.377,19.092,20.043,20.71,19.853,20.71,20.71,18.616,20.71,20.519,19.853,20.138,19.472,20.519,18.14,18.901
2017-05-25,22:30:00,05/25/17 22:30:00,18.996,18.806,19.662,20.234,19.472,20.138,20.234,17.95,20.234,20.043,19.377,19.662,19.092,20.138,17.665,18.331
2017-05-25,23:00:00,05/25/17 23:00:00,18.426,18.236,19.187,19.758,18.901,19.662,19.853,16.999,19.758,19.567,18.806,19.092,18.521,19.662,16.808,17.57
2017-05-25,23:30:00,05/25/17 23:30:00,17.855,17.57,18.616,19.187,18.331,19.187,19.377,16.141,19.282,19.092,18.14,18.521,17.95,19.187,16.046,16.808
2017-05-26,00:00:00,05/26/17 00:00:00,17.189,16.999,18.045,18.711,17.76,18.616,18.901,15.378,18.806,18.521,17.475,17.95,17.284,18.711,15.282,16.046
2017-05-26,00:30:00,05/26/17 00:30:00,16.427,16.237,17.379,18.14,17.094,18.045,18.426,14.421,18.236,17.95,16.808,17.284,16.523,18.14,14.325,15.091
2017-05-26,01:00:00,05/26/17 01:00:00,15.664,15.378,16.713,17.475,16.427,17.379,17.76,13.461,17.57,17.379,16.046,16.618,15.76,17.475,13.365,14.23
2017-05-26,01:30:00,05/26/17 01:30:00,14.9,14.709,16.046,16.808,15.664,16.808,17.094,12.787,16.903,16.713,15.378,15.951,15.091,16.903,12.594,13.558
2017-05-26,02:00:00,05/26/17 02:00:00,14.23,14.038,15.378,16.237,15.091,16.141,16.427,12.207,16.237,16.046,14.709,15.282,14.421,16.237,12.013,12.98
2017-05-26,02:30:00,05/26/17 02:30:00,13.654,13.461,14.804,15.569,14.421,15.473,15.855,11.722,15.569,15.378,14.134,14.709,13.846,15.569,11.528,12.401
2017-05-26,03:00:00,05/26/17 03:00:00,13.076,12.98,14.23,14.9,13.846,14.804,15.187,11.236,14.996,14.709,13.558,14.134,13.269,14.996,11.041,11.916
2017-05-26,03:30:00,05/26/17 03:30:00,12.497,12.401,13.654,14.325,13.269,14.23,14.613,10.846,14.325,14.134,12.98,13.558,12.69,14.325,10.553,11.431
2017-05-26,04:00:00,05/26/17 04:00:00,12.013,11.916,13.076,13.75,12.787,13.654,14.038,10.357,13.75,13.558,12.497,12.98,12.207,13.75,10.161,11.041
2017-05-26,04:30:00,05/26/17 04:30:00,11.528,11.431,12.594,13.269,12.304,13.173,13.461,10.063,13.269,13.076,12.013,12.497,11.722,13.269,9.768,10.651
2017-05-26,05:00:00,05/26/17 05:00:00,11.139,11.041,12.11,12.69,11.819,12.594,12.98,9.669,12.69,12.497,11.528,12.013,11.334,12.787,9.472,10.259
2017-05-26,05:30:00,05/26/17 05:30:00,10.748,10.651,11.625,12.207,11.334,12.11,12.497,9.373,12.207,12.013,11.139,11.528,10.944,12.304,9.176,9.965
2017-05-26,06:00:00,05/26/17 06:00:00,10.357,10.259,11.236,11.722,10.944,11.722,12.013,9.176,11.819,11.625,10.748,11.139,10.553,11.819,8.879,9.571
2017-05-26,06:30:00,05/26/17 06:30:00,10.063,9.965,10.846,11.334,10.651,11.334,11.528,8.978,11.334,11.236,10.455,10.846,10.259,11.431,8.779,9.472
2017-05-26,07:00:00,05/26/17 07:00:00,9.866,9.866,10.651,11.041,10.357,10.944,11.139,9.077,10.944,10.846,10.259,10.553,10.063,11.041,8.879,9.472
2017-05-26,07:30:00,05/26/17 07:30:00,9.866,9.866,10.455,10.748,10.259,10.651,10.846,9.373,10.651,10.553,10.161,10.357,10.063,10.748,9.176,9.669
2017-05-26,08:00:00,05/26/17 08:00:00,9.965,10.063,10.455,10.553,10.259,10.553,10.651,9.965,10.455,10.357,10.259,10.455,10.259,10.553,9.866,10.063
2017-05-26,08:30:00,05/26/17 08:30:00,10.748,11.528,11.236,10.944,11.041,11.041,10.553,12.304,10.455,10.455,11.041,11.431,11.334,10.944,12.497,12.304
2017-05-26,09:00:00,05/26/17 09:00:00,11.625,12.497,12.207,11.625,11.916,11.625,10.944,13.558,10.748,10.944,12.013,12.304,12.11,11.722,13.942,13.654
2017-05-26,09:30:00,05/26/17 09:30:00,12.594,13.846,13.173,12.401,12.883,12.497,11.722,14.709,11.334,11.528,13.076,13.461,13.076,12.69,15.378,14.996
2017-05-26,10:00:00,05/26/17 10:00:00,13.846,14.709,14.709,13.75,14.325,13.365,13.846,14.709,13.269,12.883,14.038,13.846,14.134,13.942,15.664,15.282
2017-05-26,10:30:00,05/26/17 10:30:00,14.325,14.804,14.804,14.421,14.517,13.846,14.517,14.517,14.038,13.75,14.23,14.134,14.517,14.421,14.9,14.709
2017-05-26,11:00:00,05/26/17 11:00:00,14.613,14.996,15.187,14.996,14.804,14.325,14.996,14.613,14.421,14.23,14.613,14.613,14.804,14.996,14.9,14.804
2017-05-26,11:30:00,05/26/17 11:30:00,14.613,14.325,14.23,14.996,14.421,14.421,14.325,13.846,14.709,14.325,13.75,13.461,14.613,14.23,14.134,14.23
2017-05-26,12:00:00,05/26/17 12:00:00,14.325,13.846,13.461,14.134,13.942,14.038,13.173,13.173,14.421,13.75,13.173,4.102,14.038,13.269,13.654,13.654
2017-05-26,12:30:00,05/26/17 12:30:00,13.461,13.846,13.269,13.365,13.846,13.558,12.594,13.076,13.846,16.237,13.173,3.893,14.038,12.401,13.269,13.365
2017-05-26,13:00:00,05/26/17 13:00:00,12.11,13.558,12.98,12.98,13.461,13.173,12.304,12.883,13.461,7.983,12.787,3.998,13.461,11.819,12.787,12.69
2017-05-26,13:30:00,05/26/17 13:30:00,11.916,13.269,12.69,12.401,13.076,13.269,11.916,12.69,13.076,4.623,12.207,3.998,13.076,11.431,12.207,12.11
2017-05-26,14:00:00,05/26/17 14:00:00,11.722,12.883,12.497,12.013,12.787,4.934,11.722,12.304,12.69,4.519,11.916,3.893,12.69,11.236,11.916,11.819
2017-05-26,14:30:00,05/26/17 14:30:00,11.819,12.69,12.69,11.916,12.594,4.831,11.819,12.304,12.497,4.415,12.207,3.788,12.497,11.819,12.013,11.916
2017-05-26,15:00:00,05/26/17 15:00:00,11.722,12.401,12.497,11.625,12.304,4.727,11.722,12.013,12.304,4.311,12.013,3.683,12.787,11.625,11.625,11.722
2017-05-26,15:30:00,05/26/17 15:30:00,11.334,12.11,12.207,11.334,11.819,4.623,11.431,11.625,11.916,4.207,11.819,3.472,4.519,11.334,11.334,11.334
2017-05-26,16:00:00,05/26/17 16:00:00,11.819,11.916,12.401,11.819,11.916,4.623,11.625,11.528,11.819,4.207,11.916,3.472,4.415,11.625,11.236,12.11
2017-05-26,16:30:00,05/26/17 16:30:00,12.594,12.207,12.883,12.69,12.11,4.623,12.207,11.625,12.013,4.207,12.401,3.472,4.415,12.304,11.528,12.594
2017-05-26,17:00:00,05/26/17 17:00:00,12.69,12.304,12.98,12.69,12.207,4.727,12.304,11.625,12.11,4.311,12.497,3.683,4.519,12.401,11.431,12.497
2017-05-26,17:30:00,05/26/17 17:30:00,12.401,12.304,12.98,12.497,12.207,4.934,12.11,11.625,12.013,4.519,12.497,3.893,4.623,12.304,11.431,12.401
2017-05-26,18:00:00,05/26/17 18:00:00,12.304,12.304,13.076,12.401,12.11,5.141,12.013,11.528,12.013,4.727,12.401,4.102,4.623,12.207,11.334,12.304
2017-05-26,18:30:00,05/26/17 18:30:00,11.625,11.722,12.11,11.334,11.236,5.141,11.041,11.139,11.819,4.831,11.916,4.102,4.519,11.722,11.528,11.431
2017-05-26,19:00:00,05/26/17 19:00:00,11.334,11.431,11.625,10.846,11.041,5.141,10.944,11.041,11.431,4.934,11.528,4.102,4.519,11.431,11.431,11.139
2017-05-26,19:30:00,05/26/17 19:30:00,11.236,11.334,11.334,10.651,11.041,5.141,10.846,10.944,11.334,4.831,11.334,4.102,4.519,11.334,11.236,11.139
2017-05-26,20:00:00,05/26/17 20:00:00,11.139,11.236,11.236,10.553,10.944,5.037,10.748,10.748,11.139,4.727,11.139,3.998,4.519,11.139,11.139,11.041
2017-05-26,20:30:00,05/26/17 20:30:00,11.041,11.139,11.041,10.357,10.846,4.831,10.651,10.553,11.041,4.623,11.041,3.893,4.519,11.041,10.944,10.944
2017-05-26,21:00:00,05/26/17 21:00:00,10.846,10.944,10.748,10.259,10.748,4.727,10.553,10.063,10.846,4.415,10.846,3.788,4.519,10.846,10.748,10.748
2017-05-26,21:30:00,05/26/17 21:30:00,10.651,10.651,10.357,9.965,10.553,4.623,10.357,9.965,10.553,4.207,10.553,3.683,4.415,10.553,10.553,10.553
2017-05-26,22:00:00,05/26/17 22:00:00,10.651,10.553,10.259,10.063,10.553,4.311,10.651,10.259,10.455,3.998,10.455,3.578,4.311,10.455,10.455,10.553
2017-05-26,22:30:00,05/26/17 22:30:00,10.651,10.553,10.161,9.965,10.651,4.207,10.748,9.965,10.553,3.683,10.357,3.367,4.207,10.455,10.357,10.651
2017-05-26,23:00:00,05/26/17 23:00:00,10.651,10.553,9.866,9.571,10.651,3.893,10.455,9.373,10.455,3.472,10.161,3.155,3.998,10.357,10.161,10.553
2017-05-26,23:30:00,05/26/17 23:30:00,10.357,10.259,9.472,8.978,10.357,3.788,9.965,8.779,10.161,3.367,9.866,3.049,3.893,10.063,9.866,10.357
2017-05-27,00:00:00,05/27/17 00:00:00,9.965,9.866,8.879,8.382,9.965,3.578,9.373,7.983,9.768,3.155,9.373,2.943,3.788,9.669,9.373,9.965
2017-05-27,00:30:00,05/27/17 00:30:00,9.472,9.373,8.282,7.682,9.472,3.472,8.779,7.179,9.275,3.155,8.879,2.943,3.683,9.275,8.879,9.373
2017-05-27,01:00:00,05/27/17 01:00:00,8.978,8.879,7.582,7.079,8.978,3.367,8.082,6.471,8.779,3.049,8.182,2.837,3.472,8.68,8.282,8.879
2017-05-27,01:30:00,05/27/17 01:30:00,8.382,8.282,7.079,6.573,8.382,3.261,7.381,5.86,8.182,2.943,7.582,2.837,3.367,8.082,7.582,8.282
2017-05-27,02:00:00,05/27/17 02:00:00,7.782,7.682,6.573,6.064,7.782,3.261,6.775,5.45,7.582,2.943,7.079,2.73,3.261,7.481,7.079,7.682
2017-05-27,02:30:00,05/27/17 02:30:00,7.179,7.179,6.064,5.655,7.28,3.155,6.37,5.037,7.079,2.837,6.573,2.73,3.155,6.978,6.573,7.179
2017-05-27,03:00:00,05/27/17 03:00:00,6.775,6.674,5.655,5.347,6.775,3.155,5.962,4.727,6.674,2.837,6.166,2.73,3.155,6.471,6.064,6.775
2017-05-27,03:30:00,05/27/17 03:30:00,6.268,6.268,5.347,5.141,6.268,3.155,5.552,4.623,6.268,2.837,5.757,2.624,3.155,6.064,5.757,6.37
2017-05-27,04:00:00,05/27/17 04:00:00,5.962,5.962,5.141,4.934,5.962,3.155,5.347,4.519,5.962,2.837,5.45,2.624,3.049,5.757,5.45,6.064
2017-05-27,04:30:00,05/27/17 04:30:00,5.655,5.655,5.037,4.831,5.757,3.155,5.244,4.415,5.655,2.73,5.244,2.517,3.049,5.552,5.244,5.757
2017-05-27,05:00:00,05/27/17 05:00:00,5.45,5.45,4.831,4.623,5.45,3.049,5.037,4.207,5.45,2.73,5.037,2.517,3.049,5.347,5.037,5.552
2017-05-27,05:30:00,05/27/17 05:30:00,5.244,5.244,4.623,4.415,5.244,3.049,4.934,4.102,5.244,2.624,4.831,2.41,2.943,5.037,4.831,5.347
2017-05-27,06:00:00,05/27/17 06:00:00,5.141,5.037,4.415,4.311,5.037,2.943,4.727,3.893,5.037,2.517,4.623,2.41,2.837,4.831,4.623,5.141
2017-05-27,06:30:00,05/27/17 06:30:00,4.934,4.831,4.311,4.207,4.934,2.943,4.623,3.788,4.831,2.517,4.519,2.41,2.837,4.727,4.415,4.934
2017-05-27,07:00:00,05/27/17 07:00:00,4.727,4.727,4.207,4.102,4.727,2.943,4.519,3.788,4.727,2.624,4.415,2.41,2.837,4.519,4.311,4.831
2017-05-27,07:30:00,05/27/17 07:30:00,4.623,4.623,4.207,4.207,4.623,3.049,4.519,4.102,4.623,2.624,4.311,2.517,2.943,4.415,4.207,4.727
2017-05-27,08:00:00,05/27/17 08:00:00,4.623,4.623,4.415,4.519,4.727,3.049,4.727,4.623,4.727,2.73,4.415,2.624,2.943,4.519,4.415,4.831
2017-05-27,08:30:00,05/27/17 08:30:00,4.934,4.934,5.347,5.141,4.934,3.155,5.347,5.86,5.141,2.943,5.037,2.73,3.049,4.831,4.934,5.244
2017-05-27,09:00:00,05/27/17 09:00:00,5.552,5.655,6.877,6.37,5.552,3.367,6.471,7.682,5.962,3.261,6.268,2.943,3.261,5.757,5.962,5.962
2017-05-27,09:30:00,05/27/17 09:30:00,6.775,6.775,8.481,7.983,6.674,3.998,8.082,9.768,7.079,3.683,7.782,3.155,3.683,7.079,7.481,7.079
2017-05-27,10:00:00,05/27/17 10:00:00,8.182,8.082,10.259,9.472,7.882,4.727,9.472,11.431,8.481,4.311,9.472,3.578,4.311,8.581,9.077,8.481
2017-05-27,10:30:00,05/27/17 10:30:00,9.669,9.472,11.625,11.041,9.275,5.244,10.944,12.98,9.866,5.141,11.041,3.998,4.831,10.259,10.651,9.965
2017-05-27,11:00:00,05/27/17 11:00:00,11.236,10.944,12.883,12.594,10.944,5.757,12.69,14.038,11.236,5.757,12.401,4.207,5.141,11.625,12.11,11.334
2017-05-27,11:30:00,05/27/17 11:30:00,12.787,12.401,14.325,14.23,12.401,5.962,14.134,15.76,12.787,5.962,13.654,4.519,5.655,13.269,13.461,12.98
2017-05-27,12:00:00,05/27/17 12:00:00,14.23,13.942,15.569,15.473,13.846,6.166,15.473,17.189,14.23,6.471,14.996,4.831,6.268,14.613,14.9,14.421
2017-05-27,12:30:00,05/27/17 12:30:00,15.76,15.473,17.189,16.808,15.282,6.877,16.808,18.806,15.951,7.179,16.523,5.244,6.471,16.237,16.618,16.046
2017-05-27,13:00:00,05/27/17 13:00:00,17.284,17.189,19.187,18.331,16.713,7.481,18.045,20.615,17.665,7.582,18.426,6.166,6.877,18.14,18.616,17.76
2017-05-27,13:30:00,05/27/17 13:30:00,18.996,18.806,20.996,19.853,18.236,7.682,19.567,22.142,19.282,7.983,20.424,6.37,7.179,19.948,20.519,19.282
2017-05-27,14:00:00,05/27/17 14:00:00,23.581,23.1,23.869,23.773,22.525,8.282,22.333,21.855,23.581,8.282,22.333,6.166,7.481,21.855,23.388,24.351
2017-05-27,14:30:00,05/27/17 14:30:00,27.272,26,27.173,27.764,26,8.481,25.513,23.966,26.879,8.779,25.902,6.37,8.182,24.738,26.292,28.456
2017-05-27,15:00:00,05/27/17 15:00:00,28.754,27.764,28.655,30.255,27.862,9.077,27.272,26.195,28.853,9.176,27.764,6.268,8.68,26.781,27.862,29.853
2017-05-27,15:30:00,05/27/17 15:30:00,30.356,28.754,30.054,31.676,29.252,9.768,28.357,27.665,30.356,9.866,28.853,6.877,9.077,28.06,28.853,30.963
2017-05-27,16:00:00,05/27/17 16:00:00,31.064,29.452,30.76,31.88,30.154,10.259,28.953,28.555,30.862,9.866,29.652,7.582,9.373,28.853,29.652,31.88
2017-05-27,16:30:00,05/27/17 16:30:00,31.064,29.752,30.76,31.676,30.255,10.063,29.452,28.953,30.862,9.866,30.154,7.582,9.077,29.252,29.752,31.676
2017-05-27,17:00:00,05/27/17 17:00:00,30.862,29.953,30.659,31.268,30.154,9.275,29.752,28.953,30.76,9.373,30.255,7.381,8.68,29.552,29.752,31.166
2017-05-27,17:30:00,05/27/17 17:30:00,30.862,30.154,30.76,31.37,30.255,8.779,29.953,28.953,30.862,9.275,30.356,7.179,8.481,29.552,29.752,31.268
2017-05-27,18:00:00,05/27/17 18:00:00,30.558,30.154,30.457,30.963,30.054,8.282,29.953,28.853,30.558,8.978,30.356,6.877,8.282,29.652,29.552,30.76
2017-05-27,18:30:00,05/27/17 18:30:00,29.853,29.752,29.652,29.853,29.452,7.983,29.552,28.555,29.752,8.382,29.752,6.573,7.782,29.252,28.853,29.752
2017-05-27,19:00:00,05/27/17 19:00:00,28.754,28.953,28.754,28.555,28.456,7.582,28.853,28.357,28.555,7.682,28.853,6.064,7.28,28.655,27.862,28.456
2017-05-27,19:30:00,05/27/17 19:30:00,27.37,27.961,27.567,27.075,27.272,7.079,27.961,27.862,27.173,7.179,27.862,5.655,6.877,27.862,26.585,26.683
2017-05-27,20:00:00,05/27/17 20:00:00,25.902,26.683,26.195,25.513,26,6.573,26.879,26.977,25.61,6.573,26.683,5.347,6.573,26.683,25.222,24.931
2017-05-27,20:30:00,05/27/17 20:30:00,24.255,25.319,24.738,23.966,24.545,6.166,25.61,25.805,24.062,6.064,25.319,5.037,6.37,25.416,23.773,23.196
2017-05-27,21:00:00,05/27/17 21:00:00,22.621,23.773,23.196,22.333,23.1,5.757,24.158,24.545,22.429,5.655,23.773,4.727,6.064,23.966,22.333,21.378
2017-05-27,21:30:00,05/27/17 21:30:00,20.996,22.238,21.569,20.71,21.569,5.45,22.717,23.1,20.805,5.347,22.238,4.519,5.757,22.525,20.805,19.758
2017-05-27,22:00:00,05/27/17 22:00:00,19.472,20.805,20.138,19.282,20.138,5.141,21.187,21.664,19.377,5.037,20.805,4.207,5.552,20.996,19.472,18.236
2017-05-27,22:30:00,05/27/17 22:30:00,18.236,19.472,18.806,18.14,18.901,4.934,19.853,20.329,18.236,4.727,19.472,4.102,5.347,19.662,18.236,17.189
2017-05-27,23:00:00,05/27/17 23:00:00,17.284,18.331,17.76,17.189,17.855,4.727,18.711,19.092,17.189,4.519,18.331,3.893,5.141,18.521,17.284,16.332
2017-05-27,23:30:00,05/27/17 23:30:00,16.237,17.189,16.713,16.141,16.808,4.519,17.57,18.045,16.141,4.311,17.284,3.683,5.037,17.379,16.332,15.282
2017-05-28,00:00:00,05/28/17 00:00:00,15.282,16.141,15.664,15.091,15.76,4.311,16.523,16.999,15.187,4.102,16.237,3.578,4.831,16.427,15.378,14.421
2017-05-28,00:30:00,05/28/17 00:30:00,14.421,15.187,14.804,14.325,14.9,4.207,15.569,16.046,14.421,3.998,15.282,3.472,4.727,15.473,14.517,13.654
2017-05-28,01:00:00,05/28/17 01:00:00,13.558,14.325,13.942,13.461,14.038,4.102,14.613,15.091,13.461,3.893,14.421,3.367,4.623,14.517,13.654,12.787
2017-05-28,01:30:00,05/28/17 01:30:00,12.69,13.461,13.076,12.594,13.173,3.893,13.75,14.23,12.594,3.683,13.558,3.261,4.519,13.654,12.787,11.916
2017-05-28,02:00:00,05/28/17 02:00:00,12.013,12.69,12.304,11.916,12.497,3.788,12.98,13.461,12.013,3.578,12.787,3.261,4.415,12.883,12.207,11.334
2017-05-28,02:30:00,05/28/17 02:30:00,11.528,12.11,11.819,11.528,11.916,3.788,12.304,12.69,11.528,3.472,12.207,3.155,4.311,12.304,11.722,11.041
2017-05-28,03:00:00,05/28/17 03:00:00,11.236,11.625,11.431,11.139,11.528,3.683,11.819,12.207,11.236,3.472,11.722,3.049,4.207,11.819,11.431,10.846
2017-05-28,03:30:00,05/28/17 03:30:00,10.846,11.139,11.041,10.748,11.139,3.683,11.334,11.722,10.846,3.367,11.236,3.049,4.207,11.334,11.041,10.553
2017-05-28,04:00:00,05/28/17 04:00:00,10.553,10.846,10.651,10.455,10.748,3.578,10.944,11.334,10.553,3.261,10.944,2.943,4.102,10.944,10.748,10.259
2017-05-28,04:30:00,05/28/17 04:30:00,10.455,10.553,10.553,10.455,10.651,3.578,10.651,10.944,10.455,3.261,10.748,2.943,3.998,10.651,10.651,10.357
2017-05-28,05:00:00,05/28/17 05:00:00,10.357,10.455,10.455,10.259,10.455,3.472,10.455,10.748,10.259,3.155,10.553,2.837,3.893,10.553,10.455,10.259
2017-05-28,05:30:00,05/28/17 05:30:00,10.063,10.161,10.063,9.965,10.161,3.367,10.259,10.553,9.965,3.049,10.259,2.837,3.788,10.259,10.161,9.866
2017-05-28,06:00:00,05/28/17 06:00:00,9.669,9.866,9.768,9.571,9.866,3.367,9.965,10.259,9.669,3.049,9.965,2.73,3.683,9.965,9.866,9.472
2017-05-28,06:30:00,05/28/17 06:30:00,9.373,9.571,9.472,9.275,9.571,3.367,9.669,10.063,9.373,2.943,9.669,2.73,3.683,9.768,9.571,9.176
2017-05-28,07:00:00,05/28/17 07:00:00,9.275,9.472,9.373,9.275,9.472,3.367,9.472,9.768,9.275,2.943,9.472,2.73,3.683,9.472,9.472,9.176
2017-05-28,07:30:00,05/28/17 07:30:00,9.571,9.472,9.571,9.571,9.472,3.367,9.472,9.669,9.472,3.049,9.571,2.73,3.683,9.472,9.571,9.472
2017-05-28,08:00:00,05/28/17 08:00:00,11.916,10.553,11.819,12.787,11.236,3.472,10.455,9.965,11.722,3.155,11.139,2.837,3.788,10.161,11.236,12.497
2017-05-28,08:30:00,05/28/17 08:30:00,16.332,13.269,16.046,17.95,14.709,3.578,12.98,11.334,15.855,3.367,14.613,3.049,3.893,12.401,14.517,17.57
2017-05-28,09:00:00,05/28/17 09:00:00,19.187,16.237,18.711,20.615,17.379,3.893,16.618,13.558,18.331,3.788,18.045,3.367,4.102,14.996,15.951,20.138
2017-05-28,09:30:00,05/28/17 09:30:00,21.569,19.567,21.091,22.429,19.092,4.623,19.377,15.569,20.329,4.311,20.805,3.683,4.623,17.094,16.427,22.142
2017-05-28,10:00:00,05/28/17 10:00:00,24.448,22.908,23.966,25.125,21.473,5.347,22.333,17.95,23.004,5.141,23.581,4.207,5.244,19.662,18.521,25.222
2017-05-28,10:30:00,05/28/17 10:30:00,27.37,25.805,26.683,27.764,23.869,6.37,25.028,20.424,25.61,6.166,26.292,4.727,5.962,22.238,20.805,28.258
2017-05-28,11:00:00,05/28/17 11:00:00,29.853,28.456,29.053,30.054,26.39,7.381,27.567,23.004,27.961,6.978,28.655,5.347,6.775,24.931,23.196,30.76
2017-05-28,11:30:00,05/28/17 11:30:00,29.352,29.152,28.853,29.252,27.272,8.282,28.357,25.125,28.357,7.782,28.655,5.86,7.179,26.683,24.835,29.752
2017-05-28,12:00:00,05/28/17 12:00:00,29.752,29.352,29.252,29.352,27.764,8.182,28.754,26.292,28.853,8.282,28.953,6.268,7.582,27.468,25.902,30.255
2017-05-28,12:30:00,05/28/17 12:30:00,31.064,30.558,30.659,30.963,29.053,8.382,30.054,27.37,30.255,8.978,30.457,6.573,7.983,28.456,26.977,31.472
2017-05-28,13:00:00,05/28/17 13:00:00,31.983,31.676,31.676,31.983,30.255,8.779,31.166,28.555,31.37,9.571,31.574,6.674,8.68,29.652,28.159,32.291
2017-05-28,13:30:00,05/28/17 13:30:00,31.574,31.676,31.37,31.166,30.457,9.472,31.268,29.352,31.166,9.965,31.268,7.079,9.866,30.356,28.754,31.472
2017-05-28,14:00:00,05/28/17 14:00:00,31.88,31.983,31.778,31.778,30.76,9.669,31.676,29.853,31.778,10.063,31.676,8.082,10.651,30.659,29.152,31.88
2017-05-28,14:30:00,05/28/17 14:30:00,32.6,32.6,32.497,32.6,31.574,10.455,32.291,30.255,32.497,10.846,32.497,8.581,10.748,31.268,29.752,32.497
2017-05-28,15:00:00,05/28/17 15:00:00,31.983,32.291,31.983,31.574,31.37,10.455,32.086,30.659,31.88,10.944,31.88,8.779,10.357,31.472,29.853,31.676
2017-05-28,15:30:00,05/28/17 15:30:00,31.166,31.676,31.166,30.558,30.76,10.357,31.472,30.558,31.166,10.748,31.166,8.282,9.965,31.166,29.752,30.76
2017-05-28,16:00:00,05/28/17 16:00:00,29.752,30.558,29.853,28.853,29.652,10.161,30.255,30.154,29.853,10.553,29.853,8.382,9.768,30.457,29.152,29.152
2017-05-28,16:30:00,05/28/17 16:30:00,28.258,29.252,28.456,26.977,28.357,10.455,28.754,29.352,28.258,10.357,28.456,8.282,9.472,29.452,28.258,27.272
2017-05-28,17:00:00,05/28/17 17:00:00,26.488,28.06,26.977,25.513,27.173,10.161,27.468,28.258,27.075,9.866,27.075,8.082,8.68,28.159,26.977,25.222
2017-05-28,17:30:00,05/28/17 17:30:00,25.61,27.075,26.097,25.028,26.292,9.275,26.683,27.075,26.39,8.978,26.292,7.381,8.082,27.075,25.902,24.351
